,species_name,phylo_level,parent,F12246,F12247,F12248,F12249,F12250,F12252,F12253,F12254,F12255,F12257,F12260,F12261,F12262,F12263,F12265,F12266,F12268,F12269,F12270,F12271,F12272,F12273,F12276,F12277,F12278,F12279,F12280,F12281,F12284,F12285,F12286,F12287,F12289,F12292,F12293,F12294,F12295,F12296,F12300,F12301,F12303,F12304,F12307,F12308,F12310,F12311,F12312,F12315,F12316,F12317,F12318,F12320,F12321,F12323,F12324,F12326,F12327,F12328,F12329,F12331,F12332,F12333,F12339
358220,Acidovorax sp. KKS102,S,2684926,,1113.0,,,1555.0,2855.0,3149.0,1895.0,1807.0,2179.0,1487.0,,,1330.0,1828.0,896.0,,1898.0,,9077.0,,993.0,1373.0,3826.0,8504.0,,1115.0,2113.0,2123.0,10557.0,1949.0,2218.0,,10290.0,,1933.0,,,,2017.0,2480.0,1191.0,2739.0,,2513.0,,2054.0,1884.0,2749.0,3455.0,1993.0,2319.0,1600.0,,5997.0,,1044.0,,2242.0,,,,2299.0
1523415,Sphingomonas sp. AAP5,S,196159,1396.0,,1590.0,,,1731.0,,916.0,4003.0,2853.0,,,,,,,,,,15229.0,,,1112.0,3404.0,11068.0,,,,,10458.0,,,15287.0,13273.0,4677.0,,2498.0,,,,,1836.0,2255.0,,2336.0,2569.0,,,,2285.0,,,,,9067.0,,,,,,6012.0,,
147645,Paracoccus yeei,S,265,,,,,888.0,,,,,,,,1093.0,,,,457.0,2328.0,,34989.0,636.0,634.0,,1757.0,,,,,611.0,10925.0,,,,,,,816.0,,,,,,1256.0,15550.0,,,1128.0,,609.0,,,,,,3047.0,,34618.0,542.0,,,,,
237610,Pseudomonas psychrotolerans,S,286,,,,,,7831.0,,,,,,,,,9570.0,1499.0,,,,,,,,,24740.0,,,,,,,,25763.0,28353.0,,,,,,,,,,,,,,,,,,4644.0,,,,,,,,,8211.0,,
2126319,Variovorax sp. PMC12,S,663243,,,,,,2757.0,3297.0,1518.0,,,,849.0,,,1690.0,,1463.0,,1024.0,9861.0,1515.0,,,3607.0,7913.0,,,1889.0,2274.0,10494.0,,2363.0,5880.0,10103.0,3528.0,1436.0,1700.0,1196.0,,,2586.0,,2392.0,,1830.0,,1752.0,1917.0,2119.0,3253.0,1774.0,,1664.0,951.0,5782.0,,,1811.0,,,,1716.0,
2054914,Pseudomonas sp. 02C 26,S,2583993,,,,,,,,,,,,,,,,,,,,74840.0,,,,,,,,,,,,,26263.0,,,4032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
237258,Cloacibacterium normanense,S,501783,2601.0,,,7957.0,1454.0,1397.0,1729.0,1233.0,1255.0,1705.0,,,549.0,,,471.0,763.0,14720.0,961.0,8201.0,716.0,717.0,1054.0,2208.0,6886.0,1813.0,1340.0,1298.0,1351.0,6748.0,1431.0,1676.0,7564.0,8583.0,2535.0,,1064.0,,,,,,,,296.0,,,864.0,,962.0,,793.0,,618.0,2055.0,,766.0,624.0,682.0,,4558.0,,766.0
1104322,Lactococcus lactis subsp. cremoris A76,S2,1359,,,,,,,5585.0,,,,,,,,,,,,,12109.0,,,,19019.0,,,,,,50276.0,,,,17229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653479,Rhodococcus sp. PBTS 2,S,192944,,,633.0,,,1658.0,815.0,,376.0,1380.0,978.0,,,786.0,,,808.0,1528.0,454.0,9260.0,1155.0,268.0,499.0,1721.0,8714.0,,,1267.0,,6239.0,,1363.0,10928.0,11949.0,3488.0,2133.0,1313.0,1400.0,,,1379.0,962.0,923.0,,1912.0,2001.0,1568.0,,2007.0,1651.0,2067.0,1496.0,,,7642.0,1025.0,960.0,1251.0,,744.0,3540.0,,
198620,Pseudomonas koreensis,S,286,,,,,,,,,,,,,,,,,,,,74311.0,,,,,,,,,,,,,,,14656.0,,,,,,3983.0,,,,,,,,,,,,,,,,,,,,8256.0,,
1051973,Rhodococcus fascians D188,S1,1828,,,632.0,,,,1126.0,754.0,514.0,1115.0,1069.0,1379.0,,725.0,1142.0,,,1401.0,,9070.0,1319.0,341.0,,1496.0,9040.0,,408.0,1406.0,1214.0,6251.0,,1279.0,10158.0,10545.0,3063.0,2216.0,,1453.0,,1261.0,1545.0,1050.0,761.0,585.0,1509.0,2133.0,1716.0,,2047.0,1579.0,2100.0,1220.0,744.0,567.0,7274.0,,,1135.0,340.0,752.0,3334.0,,
329,Ralstonia pickettii,S,48736,,,988.0,1023.0,1484.0,1363.0,2314.0,1423.0,1029.0,2729.0,3259.0,788.0,510.0,328.0,2305.0,,,2511.0,479.0,8255.0,,,,,5785.0,778.0,,1685.0,1022.0,6331.0,1405.0,,2950.0,8203.0,2413.0,1975.0,1467.0,,1669.0,,,2622.0,1436.0,,2186.0,1622.0,1564.0,1301.0,2512.0,1663.0,,2329.0,,1222.0,6184.0,540.0,1251.0,1563.0,1327.0,,2579.0,,2050.0
1479019,Methylobacterium sp. C1,S,2615210,,,,,,,,,,3879.0,1585.0,,,,,,,,,27972.0,,,,,26117.0,1042.0,,,,,,,9742.0,23137.0,,,,,,,,1814.0,,,,,,,4544.0,,,,,,,,,,,,,,
522373,Stenotrophomonas maltophilia K279a,S1,40324,,,,,,,,,,,,,,,,,,,,,,,,,44017.0,,,,,,,,,46185.0,,,6540.0,,,,,,,,,,,,,,,,,,,,,,,2123.0,,,
526991,Bacillus cereus AH676,S1,1396,1052.0,553.0,580.0,537.0,621.0,870.0,1174.0,606.0,632.0,692.0,718.0,644.0,416.0,694.0,1428.0,488.0,406.0,2271.0,1519.0,1991.0,433.0,669.0,539.0,788.0,4909.0,925.0,903.0,790.0,868.0,2429.0,521.0,391.0,10554.0,20503.0,,1082.0,2654.0,1524.0,859.0,1126.0,1191.0,1006.0,649.0,543.0,1641.0,755.0,636.0,909.0,1208.0,1225.0,1709.0,1123.0,794.0,1277.0,,800.0,1027.0,963.0,585.0,911.0,5040.0,1172.0,1823.0
2065379,Paracoccus jeotgali,S,265,,,,11115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15608.0,,,,,,,,,,,,,34635.0,,,,18197.0,17627.0,
741155,Pseudomonas alcaliphila JAB1,S1,101564,,,,,,,6463.0,,,,,,,,,,,,,74617.0,,,,,,,,,,,4945.0,3755.0,,,,,,,,,,6776.0,,,,,,,,,,,,,,,,,,,,,
419610,Methylorubrum extorquens PA1,S1,408,,,,,,,,,,,,,,,,,,2196.0,,20297.0,,,,,17637.0,,,1818.0,,,,,,20264.0,,,,,,,,,2552.0,1525.0,2263.0,3247.0,3394.0,,3541.0,1930.0,,,,,10723.0,,,,,,4016.0,,
1270,Micrococcus luteus,S,1269,129.0,403.0,521.0,,424.0,536.0,1057.0,510.0,,223.0,3586.0,881.0,,,356.0,186.0,,1259.0,,18596.0,684.0,358.0,176.0,1151.0,1000.0,399.0,114.0,418.0,312.0,7322.0,,523.0,4706.0,2884.0,2355.0,676.0,729.0,540.0,564.0,591.0,962.0,398.0,441.0,,723.0,932.0,312.0,482.0,527.0,3687.0,,1251.0,508.0,583.0,2288.0,212.0,674.0,1022.0,675.0,,19894.0,2244.0,1467.0
693986,Methylobacterium oryzae CBMB20,S1,334852,1626.0,,,,,,,,,,,,,,,,,,,28200.0,,,,,26414.0,,,,,,,,9827.0,22962.0,,,,,,,,,,,,,,,4263.0,,,,,,,,,,,,,,
868597,Stenotrophomonas maltophilia JV3,S1,40324,,,,,,,,,,,,,,,,,,,,48977.0,,,,,44035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440085,Methylorubrum extorquens CM4,S1,408,,,,,,,,,,,,,,,,,,,,20364.0,,,,,17774.0,,,,,,,2062.0,,20308.0,,,2865.0,,,,3318.0,1631.0,,,2264.0,,3293.0,,,1889.0,,,,,10640.0,,,1831.0,,,4095.0,,
294,Pseudomonas fluorescens,S,136843,,,,,,,,,,,,,,,,,,,,74721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16193.0,,,,,,,,
1915078,Thioclava nitratireducens,S,285107,,,,10107.0,,,,,,,,,,,,,,,,,,,,,,,,,,8388.0,,,8160.0,,,,,,,,,,,,,,,,,,,,,,,,31094.0,,,,15644.0,15596.0,
301,Pseudomonas oleovorans,S,1232139,,,,,,,,,,,,,,,,,,,,76326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6094.0,,4185.0,,,,,,,,,,,,
300,Pseudomonas mendocina,S,136841,,,,3906.0,,,,,,,,,,,,,2516.0,,,74922.0,,,,,,,,,,,,,,,,,,,,,,,4989.0,,,,,,,,,,,,,,,,,,,,
312306,Pseudomonas entomophila,S,286,,,,,,,,,,3707.0,,,,,,,,,,74295.0,,,,,,,,,,,,,,,,,2735.0,,,,,,5043.0,,,,,,,,,,,,,,,,,,,,
46170,Staphylococcus aureus subsp. aureus,S1,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85488.0,,
2219696,Sphingomonas sp. FARSPH,S,196159,,,,1751.0,,,,,,2870.0,,,,,,,,,,15031.0,3052.0,,,,10722.0,,,,,10668.0,,,15187.0,12672.0,,,,,,,,,,,,,2706.0,,,,,,,,,2102.0,,2368.0,,,6001.0,,
1584,Lactobacillus delbrueckii,S,1578,,,,,,,412.0,,,,,,,,,,,962.0,,,,,,1486.0,,,,,,4373.0,513.0,,5302.0,1556.0,906.0,,,,,,882.0,,,909.0,234.0,,,,489.0,9780.0,,,,,534.0,,2586.0,,1199.0,,50434.0,2232.0,
428406,Ralstonia pickettii 12D,S1,329,1761.0,,,,,1515.0,,,,2880.0,3440.0,940.0,691.0,480.0,,,1429.0,2663.0,691.0,9348.0,,,890.0,1498.0,5936.0,,1178.0,,,6710.0,1551.0,,3180.0,9190.0,,2181.0,1619.0,1804.0,,,,,1650.0,,,,1684.0,1453.0,,,2051.0,2481.0,,,6581.0,824.0,,,,,3108.0,,2254.0
1396,Bacillus cereus,S,86661,684.0,,,,179.0,398.0,845.0,458.0,296.0,252.0,354.0,237.0,,435.0,871.0,,,2049.0,1077.0,1882.0,,,,609.0,4762.0,563.0,463.0,315.0,357.0,2322.0,222.0,,10038.0,20396.0,6356.0,669.0,2178.0,1120.0,498.0,726.0,1082.0,715.0,466.0,132.0,1414.0,382.0,342.0,469.0,950.0,820.0,1228.0,901.0,384.0,873.0,2270.0,546.0,519.0,663.0,438.0,548.0,4629.0,879.0,1012.0
273384,Brevibacterium aurantiacum,S,1696,234.0,,,,,418.0,,,,,,,,,,,,340.0,,806.0,,,,,593.0,,,,,197.0,,,3092.0,665.0,,,,,,,381.0,482.0,,689.0,,305.0,,,304.0,24975.0,,448.0,324.0,,501.0,,791.0,,939.0,,44647.0,1071.0,127.0
190721,Ralstonia insidiosa,S,48736,1700.0,,746.0,,1452.0,1309.0,2376.0,1464.0,1039.0,2829.0,3338.0,,510.0,,2455.0,865.0,1599.0,1963.0,630.0,7397.0,,,,1887.0,5933.0,,,1840.0,1016.0,4565.0,976.0,1400.0,,10761.0,,,1173.0,,,983.0,,,,599.0,2273.0,,,,2415.0,1588.0,1872.0,2062.0,,,4406.0,,,1477.0,,703.0,2444.0,,
78587,Asticcacaulis excentricus,S,76890,753.0,704.0,1018.0,563.0,1148.0,894.0,1852.0,1063.0,1103.0,562.0,1024.0,866.0,571.0,835.0,1305.0,699.0,287.0,1111.0,529.0,4848.0,1416.0,236.0,695.0,811.0,3584.0,,826.0,993.0,1138.0,4886.0,708.0,1194.0,2565.0,5587.0,2436.0,409.0,1061.0,732.0,653.0,762.0,1684.0,601.0,1106.0,587.0,2301.0,1880.0,1311.0,1139.0,2648.0,944.0,987.0,1524.0,307.0,628.0,3056.0,540.0,924.0,1323.0,,519.0,2457.0,1409.0,1245.0
573,Klebsiella pneumoniae,S,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54403.0,,,16717.0,,,,,,,,,,,,,,,,,,9993.0,,,,,,,,,,,,
399742,Enterobacter sp. 638,S,2608935,,,,,,,,,,,,,,,,,,,,80808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881260,Enterobacter bugandensis,S,547,,,,,,,,,,,,,,,,,,,,80765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715860,Staphylococcus sp. AntiMn-1,S,91994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80677.0,,
43675,Rothia mucilaginosa,S,32207,,,434.0,488.0,,,4758.0,517.0,,,372.0,2773.0,,418.0,248.0,,,5616.0,,1822.0,,,428.0,11329.0,270.0,,,227.0,,25306.0,,265.0,5330.0,1157.0,2691.0,,,622.0,,,659.0,484.0,315.0,630.0,404.0,382.0,418.0,,,1252.0,,734.0,,,1467.0,,,460.0,,,5936.0,1407.0,955.0
956149,Cronobacter sakazakii SP291,S1,28141,,,,,,,,,,,,,,,,,,,,79621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28141,Cronobacter sakazakii,S,413496,,,,,,,,,,,,,,,,,,,,79481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Shigella boydii,S,620,,,,,,,,,,,,,,,,,,,,79161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395516,Pseudomonas moraviensis R28-S,S1,321662,,,,,,,,,,,,,,,,,,,,74335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4655.0
1528099,Lawsonella clevelandensis,S,1847725,,199.0,,,199.0,,,,,,,112.0,132.0,,,,,,,344.0,,199.0,,181.0,284.0,,,,,382.0,,158.0,1068.0,285.0,3468.0,2474.0,2257.0,2315.0,1319.0,2472.0,2548.0,2491.0,2733.0,1573.0,2555.0,3002.0,3750.0,2319.0,2409.0,3271.0,2748.0,2742.0,2471.0,1915.0,6184.0,1102.0,1533.0,2698.0,1748.0,1619.0,3686.0,1437.0,2141.0
1454604,Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1904,S3,115981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272622,Lactococcus lactis subsp. cremoris SK11,S2,1359,,,,1622.0,,,,,,,,,,,,,,,,,,,,,,,,,,50102.0,,,,,,,,,,,,,,,,,,,,24090.0,,,,,,,,,,,,,
1343064,Staphylococcus aureus subsp. aureus ST772-MRSA-V,S2,46170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858609,Acidovorax sp. T1,S,2684926,,,,,,,2799.0,,,,,,,,,,,,,7874.0,1499.0,,,3877.0,7412.0,,,,,9870.0,,,,9230.0,3689.0,,,1357.0,,,,,,,2448.0,3287.0,1968.0,,,,2065.0,2441.0,1704.0,,5877.0,,,1876.0,,,3220.0,,2566.0
2126069,Pseudomonas sp. LBUM920,S,2583993,,,,,,,,,,,,,,,,,,,,75044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225174,Pseudomonas mendocina S5.2,S1,300,,,,,,,,,,,,,,,,,,,,75027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500687,Pseudomonas sp. St29,S,2583993,,,,,,,,,,,,,,,,,,,,74802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500686,Pseudomonas sp. Os17,S,2583993,,,,,,,,,,,,,,,,,,,,74783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025658,Pseudomonas sp. NS1(2017),S,2583993,,,,,,,,,,,,,,,,,,,,74755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615674,Pseudomonas lactis,S,286,,,,,,,,,,,,,,,,,,,,74252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Lactobacillus sakei,S,1578,219.0,,455.0,1158.0,,688.0,422.0,,843.0,,,540.0,585.0,409.0,1048.0,,370.0,991.0,900.0,2670.0,740.0,,573.0,1477.0,2188.0,685.0,,299.0,,5316.0,,471.0,5166.0,1895.0,,,,,,,,,,896.0,,,,,,2968.0,,,,,,,2389.0,,,,35118.0,2014.0,
1564114,Rhodococcus sp. B7740,S,192944,,,,,,1511.0,,715.0,,1100.0,974.0,1215.0,,733.0,1180.0,,,1422.0,467.0,7968.0,1214.0,,,,7471.0,,,,,6127.0,,1283.0,10526.0,9609.0,,,,1297.0,669.0,,,,907.0,,,,1458.0,854.0,,,,1294.0,,,7146.0,,,1079.0,,,3197.0,933.0,1080.0
13690,Sphingobium yanoikuyae,S,165695,,587.0,,,,1285.0,,,,,1819.0,,,,,,,1606.0,1345.0,9717.0,2021.0,,,,5328.0,,,,,7171.0,,2039.0,9464.0,7409.0,3205.0,,,,662.0,714.0,,779.0,,,2084.0,,,,2271.0,,,2415.0,1389.0,576.0,4891.0,,,,,,,1714.0,1817.0
1281,Staphylococcus carnosus,S,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28038,Lactobacillus curvatus,S,1578,,,,1055.0,412.0,,783.0,337.0,554.0,637.0,401.0,477.0,,421.0,918.0,,,1066.0,,2731.0,333.0,,,1996.0,2420.0,,,480.0,,4486.0,543.0,283.0,,2291.0,,,,,,,,,,1112.0,,,,,414.0,3829.0,,,,,,,2657.0,,1233.0,,35625.0,2035.0,631.0
95485,Burkholderia stabilis,S,87882,,,,1425.0,,,,1743.0,,2518.0,,792.0,1049.0,,1518.0,,,1790.0,,9372.0,,794.0,1644.0,2080.0,7854.0,1330.0,1501.0,,,6093.0,,1751.0,3140.0,11190.0,,,,,,,,,,,,1188.0,,,,2061.0,,,,,5064.0,,1114.0,1450.0,1449.0,,,,
1655,Actinomyces naeslundii,S,1654,,,,,,,6018.0,,,,,2725.0,,,,,,6938.0,,833.0,,,,13058.0,,,,,,32301.0,,,,,2620.0,,,,,,,,,,,,,,,,,,,,,,,,490.0,,4608.0,,
1360,Lactococcus lactis subsp. lactis,S1,1358,,,,,,,,,,,,,,,,,,4642.0,,5045.0,,,,,3895.0,,,,,22750.0,,,,10556.0,,,,,,,,,,,,,,,,22077.0,,,,,,,,,,,,,
270351,Methylobacterium aquaticum,S,407,,,,,,,,,,,,,,,,,,,,28056.0,,,,,25986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13696.0,,,,,,,,
706439,Actinomyces sp. oral taxon 171 str. F0337,S1,706438,,,,,,,5683.0,,,,,,,,,,,6813.0,,1162.0,,,,12806.0,,,,,,30785.0,,,2523.0,,,,,,,,,,,,,,,,,,,,,544.0,,,,,,,4524.0,,
119219,Cupriavidus metallidurans,S,106589,,,,,,,,,1359.0,,3337.0,,,,1863.0,616.0,,2210.0,,6595.0,1453.0,,,,,,,,,4960.0,,,2837.0,8194.0,3137.0,,,1973.0,,1444.0,2191.0,,1669.0,,2507.0,1797.0,2114.0,1740.0,2970.0,,,,,,5824.0,,1364.0,,,,2661.0,,
1560345,Sphingomonas panacis,S,13687,,,,,,,1543.0,,,,,,,,,,,,,14636.0,2708.0,,,,10429.0,,,,,,,,13564.0,12527.0,,,,,,,,,,,,,,,,,,,,,8320.0,,,,,,,,
1163399,Stenotrophomonas maltophilia D457,S1,40324,,,,3982.0,,,,,,,,,,,,,2686.0,,,,,,,,,,,,,,,,10027.0,46222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449752,Staphylococcus epidermidis PM221,S1,1282,,,,,,,,,,,,,,,,,,33455.0,,,,,,,,,,,,,,,,,,,,,,,28699.0,,,,,,,,,,,,,,,,,,,,,,
67082,BeAn 58058 virus,S,40070,1130.0,934.0,758.0,864.0,1125.0,1164.0,1126.0,641.0,854.0,1089.0,1194.0,1164.0,1138.0,522.0,1166.0,1352.0,821.0,897.0,1147.0,,1198.0,1431.0,1238.0,990.0,260.0,788.0,981.0,788.0,1342.0,469.0,1355.0,659.0,1117.0,143.0,838.0,988.0,1209.0,1439.0,1374.0,1281.0,655.0,968.0,1098.0,819.0,1193.0,1045.0,860.0,1577.0,672.0,1214.0,1267.0,956.0,848.0,1265.0,,707.0,985.0,1484.0,638.0,1219.0,1152.0,904.0,1598.0
575,Raoultella planticola,S,160674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7020.0,,,,
59201,Salmonella enterica subsp. enterica,S1,28901,,,,,,,,,,,,,,,,,,,,,,,,,61304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68895,Cupriavidus basilensis,S,106589,,,,,,,2014.0,2347.0,,,,,,,,,,,,6527.0,1686.0,,,,5718.0,,,,,5067.0,,,2911.0,8202.0,,,,2006.0,1092.0,,2105.0,,,598.0,,,1993.0,,3055.0,,2474.0,2787.0,,1219.0,5742.0,957.0,,,,,2502.0,,
69665,Caulobacter sp. FWC26,S,2648921,484.0,517.0,863.0,716.0,571.0,,1611.0,806.0,,1204.0,,,,430.0,1185.0,,352.0,1109.0,285.0,5509.0,1038.0,,662.0,1179.0,3965.0,348.0,720.0,,573.0,2926.0,806.0,,2252.0,5704.0,1948.0,645.0,969.0,698.0,,,1449.0,618.0,1008.0,569.0,671.0,1097.0,2565.0,726.0,870.0,1497.0,,1237.0,,584.0,3663.0,,1080.0,,,,1891.0,944.0,289.0
2136182,Acinetobacter cumulans,S,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60372.0,,
1673076,Sphingobium hydrophobicum,S,165695,,,,937.0,943.0,,1275.0,720.0,,,,,,,,,720.0,,,9260.0,2019.0,,,,5283.0,,,,,6666.0,,1822.0,9273.0,7997.0,3195.0,,1531.0,,,,,,,,,,,,,1574.0,,,,,4934.0,,,,,,,,1781.0
47883,Pseudomonas synxantha,S,136843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25868.0,28411.0,,,,,,,,,5189.0,,,,,,,,,,,,,,,,,,,,
1852377,Actinomyces pacaensis,S,1654,,,,,,,5964.0,,,,,,,2492.0,,,,,,,,,,13038.0,,,,,,30544.0,,,2603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4655.0,,
1123269,Sphingomonas sanxanigenens DSM 19645 = NX02,S1,397260,,,,,,,,,3286.0,,,,,,,,,,,14598.0,2710.0,,,,10642.0,,,,,,,,13571.0,,,,,1266.0,,,,,2243.0,,,,,,,,,,,,8285.0,,,,2271.0,,,,
316,Pseudomonas stutzeri,S,578833,,,,,,,,,3588.0,,,,,,9620.0,,,,,,4477.0,,,,24734.0,,,,,,,,,,,,,,,3191.0,,,,,,,,,,4643.0,,,,,,,,,,,8291.0,,
544580,Actinomyces oris,S,1654,,,,,,,5853.0,,,,,,,,,,,7028.0,,,,,,13078.0,,,,,,31627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,
47770,Lactobacillus crispatus,S,1578,,,,,,1043.0,,,,,380.0,,,447.0,,,,1123.0,,3359.0,,,,,,,,,,5476.0,,,5833.0,2005.0,,,,,,,,,,,,,,,,,,662.0,,,,,2372.0,801.0,,,31631.0,2563.0,
2211160,Stenotrophomonas sp. pho,S,196198,,,,,,,,,,,,,,,,,,,,,,,,,25886.0,,,,,31758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325095,Bradyrhizobium guangzhouense,S,374,,,,,,,,,,1258.0,,,,,,,,,,8469.0,1501.0,,,,10893.0,,,,,6289.0,,,,9120.0,2715.0,1607.0,,,,,2467.0,,,,2021.0,,,,,,,,1633.0,810.0,8306.0,,,,,,,,
2083300,Diolcogaster facetosa bracovirus,S,10485,828.0,1193.0,971.0,1032.0,1040.0,620.0,1056.0,543.0,506.0,712.0,879.0,650.0,1067.0,614.0,644.0,1282.0,764.0,408.0,1027.0,306.0,703.0,1061.0,1105.0,1206.0,634.0,684.0,959.0,761.0,896.0,754.0,643.0,423.0,987.0,315.0,743.0,1315.0,1205.0,722.0,881.0,1147.0,1067.0,1124.0,909.0,974.0,979.0,1527.0,869.0,1042.0,1286.0,982.0,913.0,979.0,701.0,963.0,445.0,588.0,1195.0,1074.0,426.0,1226.0,789.0,1266.0,1162.0
1961362,Sphingomonas sp. NIC1,S,196159,,,,1749.0,,,,,,,,1065.0,,,,,,,,15095.0,,,1100.0,,10798.0,,,1508.0,,,,,,12753.0,,,,,,,,,,,,,2444.0,,,,,,,,8909.0,,,,,,,,
1561223,Mycobacterium sp. QIA-37,S,2642494,,,,,,848.0,,423.0,,2381.0,,,,,833.0,337.0,,,,9140.0,,,1317.0,913.0,9556.0,,,,,4473.0,,,,8175.0,,,,,,,,500.0,,,1511.0,,,9913.0,836.0,,,,,,,,373.0,,,,1818.0,,1456.0
571,Klebsiella oxytoca,S,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190567,Stenotrophomonas maltophilia EPM1,S1,40324,,,,,,,,,,,,,,,,,,,,48946.0,,,,,,,,,,,,,,,,,,,,,,,,,,4545.0,,,,,,,,,,,,,,,,,
33069,Pseudomonas viridiflava,S,136849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27385.0,,,26106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083054,Pseudomonas sp. LG1D9,S,2583993,,,,,,,,,,,,,,,,,,,,,,,,,24770.0,,,,,27572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178339,Actinomyces hongkongensis,S,1654,,,,,,,,,,,,,,2504.0,,,,,,,,,,12583.0,,,,,,31322.0,,,,,,,,,,,,,255.0,,,,,,,,,443.0,,,,,,,,,4524.0,,
2067957,Methylobacterium sp. DM1,S,2615210,,,,,,,,,,,,,,,,,,,,,,,,,25963.0,,,,,,,,9786.0,,,,,,,,,1718.0,,,,,,,,,,,,,13682.0,,,,,,,,
146827,Corynebacterium simulans,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7106.0,,,24243.0,,10010.0,,4147.0,,2703.0,,,,,,,,,,,,,,,,,,,,,,,,2871.0
426355,Methylobacterium radiotolerans JCM 2831,S1,31998,,,,,2534.0,,,,,,,,,,,,,,,,,,,,26445.0,,,,,,,,9726.0,,7544.0,,,,,,,,,,,,,,,,,4477.0,,,,,,,,,,,
1499308,Paracoccus mutanolyticus,S,265,,,,,,,,,666.0,,,1033.0,,,,,,,,25096.0,,,,,,,296.0,,,,,1463.0,,,,1275.0,,,,,,,,15537.0,852.0,999.0,1133.0,,,,,,,949.0,,,,,,,,,695.0
1111678,Lactococcus lactis subsp. cremoris UC509.9,S2,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436515,Variovorax boronicumulans,S,34072,,,,,,2743.0,,,1194.0,1628.0,,,,,,,1440.0,,,8723.0,,,,,6993.0,,,,,9533.0,1821.0,,,9270.0,,,,,,,2283.0,,,,,,1710.0,,,,,2109.0,,,,,,,,,,,
29378,Staphylococcus arlettae,S,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24226.0,,,,,,,,,,,,,,,,,,,,,25190.0,,,,
